3CW7HKIN4HTY2RGVL7FWQ3ROMY	Free lawyer <br> <br/> From Egypt <br> <br/> Resident in Mansour <br> <br/> Single - Muslim
346XSVI3MYA24ZVSQYJZSI4PWQ	I am postgraduate student at Department of computer Science at University of Lahore, Pakistan.. My research work is about ubiquitous computing, a branch of computer science that deals with the capability of information processing in each digital device. <br> <br/> <br> <br/> Beyond studies, I am involved in software development job. From past three years, I been working in Microsoft.NET technology and I have completed several enterprise level projects with my team. My skills are more on ASP.Net, C#, Microsoft SQL Server 2005-2008, Oracle, MY SQL. I have also done some mini projects in Php as well. My first freelance project is a job portal <a href="http://www.jobs-inn.com" rel="nofollow">http://www.jobs-inn.com</a> that categorizes each job based on industry as well on country, Jobs-inn.com. This was started during B.Sc(Hons) in Computer Science at PUCIT, Lahore. <br> <br/> <br> <br/> Visit <a href="http://www.khuram-shahzad.com" rel="nofollow">http://www.khuram-shahzad.com</a> for more information. <br> <br/> <br> <br/> Regards; <br> <br/> <br> <br/> Khuram Shahzad | Administrator Jobs-inn.com <br> <br/> <a href="http://www.jobs-inn.com" rel="nofollow">http://www.jobs-inn.com</a> | http://www.algorithmpk.com
3JN7C2OG42UYWBZNRB23XK5OZI	I like english premier leage football (not american, but what we call Soccer here in the USA), and play in many leagues. I love reading, dogs, and Halloween.
35J3CTIINPADSH5XK7FCMNG6AU	I am a very spiritual person! But, this is somethings no-one realizes, that we all want sex!! <br> <br/> I do! I live at 94 Victoria Ave. Ridgetown,Ont. My ph # is 519-674 2375. Call now!
3KAXL5366KILHWDYZH6O7NX2MY	Cool California Chick.
3ZHZUHUO6GCREGF47RPNPKHXLA	My Name is Katherine (Kay) I'm 17 and I live in england.
3TDTTQAB32MWMKTGS7KSH34JNY	I'm an 18 year old college student in Tenessee. I play Xbox, guitar, piano and uke. <br> <br/> <br> <br/> If you want to know more, add me on FaceBook. My name is Chris Aslinger.
3CZHKE7DGI5Y4UNJ5QZF2OUYTQ	I am an ece student will complete my degree from kurukshetra university india next year. i am not a kind of doing job or something i want to innovate invent specially in the field of astrophysics through my degree and this is one side of me other side is a perfect normal guy or you can say a new yorker who wants to live a joyful life
3ZH6LFK4DDOU7LJBSVYQDZTGNQ	Dear Sir/Madam <br> <br/> <br> <br/> I am a patient and I am living here in Paris Cite Andre Jacomet and I want to thansk to all Samu Social and cite andre jacomet Members and staff they are more and more respected to me because I have given the free respected with my mind. <br> <br/> <br> <br/> Dharamvir Nagpal <br> <br/> 17 bld ney Paris <br> <br/> tel;01 45 50 45 00 <br> <br/> Cite andre jacomet <br> <br/> 75018 Paris
3JP4Z3GH6EHRGCXW2XI2MGV644	Dr. Sumita sofat Ivf specialist in India. Test Tube Baby centre in India. If any couple need a baby so we provide infertility ivf treatment here.
3CQ4F66JKNEZYOJVES6WNW7ZOA	I am Victoria, a marketing executive, a Founding Executive Consultant (010196) Level 5 Advisory Board Member and Team Leader for Rodan + Fields Dermatologists, a new network selling company featuring head to toe premium dermatologist developed skincare products for men, women and teens, created by two of the world's most famous dermatologists who created ProActiv. Email victoriaskincareconsultant@yahoo.com <br> <br/> Visit my blog at <a href="http://victoriaskincare.blogspot.com" rel="nofollow">http://victoriaskincare.blogspot.com</a>
3M75LO2XGB6XHVDNTZHPM2QAWI	I am a university student in Canada.... <br> <br/> <br> <br/> I love to play Badminton, very interested in Sciences. Love to read, run, and play music.
3HIZ2II6W53MP3K7WGNEBMTLMI	Currently, I am a senior in high school in California. I like to help others with any problems. Whether it concerns homework, education advice, pet advice, game advice, and more. Contact me anytime. <br> <br/> You can reach me at: JackieNirvana@yahoo.com <br> <br/> <br> <br/> What I do in my spare time: <br> <br/> -Read <br> <br/> -Watch Movies <br> <br/> -Play Video Games (ps3) <br> <br/> -Play with my Bunnies, lol <br> <br/> -Go to movies with friends <br> <br/> >>>Check the baby rabbits on YouTube: <a href="http://www.youtube.com/watch?v=kwshR6LTlMg" rel="nofollow">http://www.youtube.com/watch?v=kwshR6LTl...</a> <br> <br/> <br> <br/> :)
357RHTOZ2QXKHTTKPGZNGTNN4Q	I am from Trinidad my dream is to become an american actor
3MNBLNUHZW7W6QJKTWFW5A2DUM	Hi. :D My name is Ryan. :) On Yahoo! Answers I usually try 2 answer questions about video games, like people getting stuck on levels, reccomendations for video games to buy, troubleshooting with computer errors, etc. If anyone is stuck on a popular game franchise like "Myst", "Atlantis", "Egypt", "God of War", "Pokemon", "Harry Potter", "Half-Life", "Metal Gear Solid", etc., just contact me. I'm a master at those kinds of games. I'm your only chance. ;)
37QHEKQ7PMJXNX3MFB7VSWLPMI	47 year old .kitchen and bath designer I also flip homes. I own a restaurant in Houston. I am a great cook. I know something about everything and if i don't i will make something up L.O.L
3Z6Z6WNE3SO7F42VRC6APBDJII	I am 23 and I am from Canada. I just finished my last year of college in the Child and Youth Worker program.
3QFFLKIWYSVTK5VFTUHBXVFYJI	"Cats are like potato chips, you can't have just one." I have three cats and a 20 lb Flemish Giant Rabbit. I hope to someday have a Newfoundland dog, "the gentle giant" as a pet. I want my pets to thrive and not just survive. I feed my cats a Holistic Grain-Free Cat Food. "Dogs have owners, cats have staff."
37D2AUAAHLZJBZFA63C6V4EWZQ	Hey! I'm 16 and I'm from Boston. I go to boarding school though. I like to dance (Latin, ballet, modern, jazz). I love Frank Sinatra. He's the best. Number 1 in the world of all time. I'm bisexual, but only a few of my close friends know and I kind of go for guys more. So, if my mom reads this, I'm screwed, but she'll find out eventually, so whatever :-) I guess that's it for now. If you want to know more, email me. Have a good one!
33JUPAHANUTDWSGW73WZNTX6MQ	I am a really old fart living in the midwest with his kids and dogs, and working as a litigation manager handling products liability litigation nationwide.
337EJL4JT6HXJ3UQGHAFRRT7BI	I'm flexible. As long as you aren't trying to force your lifestyle on me, I won't try to force my lifestyle on you. Be who you are. <br> <br/> I'm a 50 year old hypnotist, and entrepreneur, married to a recovering bipolar, living in New Mexico. I like animals and travel and collect books, esp. cookbooks and self-improvement books from all corners of the earth.
3I53ZWKYHSX2ZVWSSBJSY4VGMU	Im 17, male, and Im from Ireland! <br> <br/> <br> <br/> Im outgoing, maybe too ambitious, i think everyone is really interesting, and i just think you should live life to the full! <br> <br/> <br> <br/> I love sports. <br> <br/> <br> <br/> I love Music too <br> <br/> <br> <br/> If you want to know me, email me,
3OJQ2UNSJQH7AKRVOOBJJAK4E4	I am a senior genetics major at the University Wisconsin. I am really into education and hope to one day end up as a high school biology teacher . . . I also love medieval history and cooking.
N7ZTDVOXUAGVPQIO6YCPGTU26M	Hi, <br> <br/> I am at Pune(INDIA). I am B.Com graduate. I have done Diploma in taxation law and I am doing Cost and works accountants course.
N3FPFZVQHK3EQGFV5GDZIGSQ34	Hey, my name is Quincy. I'm 19 years old. <br> <br/> <br> <br/> I was born in Australia, raised in the states. <br> <br/> <br> <br/> I'm at the gym a lot, I'm a bodybuilder, and I spend most of my time on here in P&S. <br> <br/> <br> <br/> That basically sums me up, add me if you want. Or if you wanna do me one better, send me an Email.
NYXQBEGDOUNGM4L4QDBWCHM4SM	Hi. My name is Rob and I go to college in Maryland. I'll be graduating with my BA in Literature with a double minor in English Grammar and piano. It hasn't been as difficult to achieve as I thought it would be. I should be graduating Magna cum Laude in December '10. I am always learning, mostly in a positive way. I love talking and making friends, so email and ask or tell me anything. Just keep it positive and constructive. I am not about hate or being judgmental! I read a lot and take Literature courses so I can teach at the University level eventually. I play piano and organ, beach volleyball, swimming and I am an ESL tutor. I was born in the North of England (Leeds).
NOMHUCWMY3WXEMFJW3GTK7I4ZY	I’ve been a professional photographer in Hawaii for over 20 years, and I work with advertising agencies, graphic designers, public relation firms and their clients. My assignments range from lifestyle photography, resort advertising, corporate event coverage to food and product photography. <br> <br/> <br> <br/> You can view my recent commercial projects at <a href="http://www.davidmurphey.com" rel="nofollow">http://www.davidmurphey.com</a> <br> <br/> <br> <br/> To view our wedding photography, visit <a href="http://www.perfektphoto.com" rel="nofollow">http://www.perfektphoto.com</a> <br> <br/> <br> <br/> Aloha, <br> <br/> David
NEWBKMEHTJ3LGVJTR5ARF22MJI	Since I am mainly on the NB & B section, I am a SAHM of an infant girl. I consider myself a ghost on this site more than anything. I go through here a lot when I am BFing, but I am usually unable to type. I breastfeed, but think that bottle feeding is a perfectly valid form of nourishing a child. My parenting style is currently what makes sense to me. I did spend about 6 months in Uganda and use experiences from that time to help me make decisions in life. <br> <br/> <br> <br/> I have a degree in Anthropology, I actually focused my studies on chimps oddly enough.
NKLU5BOVNNLBWCKLK4TXYQ6WYU	I am a casting producer in Los Angeles, CA <br> <br/> www.mysticartpictures.com
NVAAWJS37ARSQXZPCHLCY24QGM	I am a 13 year old boy living in Pakistan. I like giving people advice which is correct. For the most part.
NKIR6DDIWAZNLJ3GDUHSZIG2LU	^_^ I LOVE Cats and kittens! >^,,^< But don't get me wrong I love all the other animals too.I am a Kingdom Hearts FANATIC! I also love the color Pink and I love manga and anime! ( and Drawing it too ~_o )And I am Year of the dog! ^_^ Some of my favorite animes and mangas are: <br> <br/> <br> <br/> ~Fruits Basket <br> <br/> ~Tokyo Mew mew/Mew mew Power <br> <br/> ~Hibiki's Magic <br> <br/> ~Mamotte Lolipop <br> <br/> ~Ultra maniac <br> <br/> ~.Hack// <br> <br/> ~Pita-Ten <br> <br/> ~Noein <br> <br/> ~Mermaid Melodies <br> <br/> ~Ouran High School Host Club <br> <br/> ~+Anima <br> <br/> ~D.N.Angel <br> <br/> ~Full Moon <br> <br/> ~Mar <br> <br/> ~Naruto <br> <br/> ~Full Metel Alchemist <br> <br/> ~Lucky Star <br> <br/> <br> <br/> And many more!! <br> <br/> Nya~!
N523BJ7OT3YYJGXMAZQTEWRWDA	from California.
NLVHORNWW23BKEH64CAXNTUSDQ	I am an athlete from New York<3'. That's all ^,^
NO3RUER33SCFX3H7WKNR4N7IBA	I am a 12 year old girl who lives in West Chester,PA I have IM (sportylilrodkey is it) I have a tumor in my brain and I have 3 and 1/2 siblings
NIGZMPAJPADEBGHE2FEJEXZLOA	I am looking for the right woman to give my entire heart to.So,if you are in the state of Arizona,&are between the age of 23-45.Please email me.deamdiazat yahoo.com.I am in Avondale,Arizona.I am thirty seven years young, hispanic male, and a veteran of the U.S ARMY(12years enlisted)."WHAT WE DO FOR OURSELVES DIES WITH US.WHAT WE DO FOR OTHERS LIVES ON.WHAT MAY I DO FOR YOU?????"I live in avondale arizona,and if you are female and wanna meet email me please.my phone number is six zero two five seven nine nine five two four.
NH5MZID4UG2D2MJWFJNDHWHHXA	name: Andrew <br> <br/> i live in Canada <br> <br/> im 16 <br> <br/> going into grade 11 <br> <br/> i like wrestling, soccer, cfl, nfl <br> <br/> im the defenseive captain on my bronze soccer team
NQQ4FJUAYX6SO6RYGF6EOJEAJM	Follows... <br> <br/> <a href="http://www.twitter.com/woic" rel="nofollow">http://www.twitter.com/woic</a> Cardiff twitter <br> <br/> <a href="http://www.facebook.com/woic.co.uk" rel="nofollow">http://www.facebook.com/woic.co.uk</a> Cardiff facebook page <br> <br/> <br> <br/> Things to do in Cardiff <a href="http://www.woic.co.uk" rel="nofollow">http://www.woic.co.uk</a> Cardiff events
N6DLXPQQ44DPZF3LONXJ7ALY6A	I'm a Libertarian. One who supports limited government and supports civil liberty for all. "Government is not reason; it is not eloquence; it is force. Like fire, it is a dangerous servant and a fearful master." -George Washington. I'm not even old enough to drive a car yet, but that doesn't mean anything to me because I strive to learn even more about freedom and how it creates a good society. I want to someday change America back to what it was alongside many other freedom lovers. You want to Join us? You can. The 2nd American Revolution against our government is inevitable.
NOILYE5FVC54X6IO2Z442BDX7E	IM A 19 YEAR OLD BOY IN LAKE WORTH FLORIDA SEEKING GIRL 18- 25 IN LAKE WORTH FLORIDA
NB5WRRKXORYSYP4BPRNBTPUHX4	Hey! I'm Rachel. I live in Tennessee, I am eighteen years old and a freshman in college. I've got a good, steady job, and a good, steady life. I love to help people with their problems and make them feel better.... My main goal in life is to be happy and make others happy. If I can make everyone I speak to smile at least once, I will consider my mission accomplished. <br> <br/> <br> <br/> I am not you average girl, with the scheming and the backstabbing and the drama and what have you. I'm just simple old me. I mean what I say and I say what I mean, and exactly how I tell you I feel about you is how I feel about you. <br> <br/> <br> <br/> I'm different, so shoot me. <br> <br/> <br> <br/> Anywho, if you have any questions, just shoot me a message! <br> <br/> <3 Rachel
NJCA7QROK7LUTBHGRUD2SMBXUQ	I am in my 20's, I live on the East Coast of the US, and I am a woman.
NYRDNGHB3K3BHYUZTUI6FELEWU	~Favorite sport: Basketball <br> <br/> ~Dream Car: 2007 Pearl White Cadillac Escalade w/ white Luis Vutton interior <br> <br/> ~Love chinese food & shrimp <br> <br/> ~ in high school <br> <br/> ~Favorite basketball team: LA zLakers (big Kobe fan) <br> <br/> ~Favorite football teams: Colts & Patriots <br> <br/> ~Favorite movie: Love & Basketball <br> <br/> ~ Favorite shows: 106 & Park, All of Us, Spongebob, <br> <br/> ~ Also like: Miami, Detroit, San Antonio, & Cleveland (basketball) <br> <br/> ~ Love: Omarion <br> <br/> ~ Southern gurrl (reppin da ATL to da fullest)
NU5LJ6YCY3R5DGDKEQMKNX3JVY	I'm in my third or fourth career in life, which, of course, means I'm old - or at least getting there. Currently I'm a high school English/social studies teacher out in the wilds of Wyoming, though I count western Oregon as my home.
NW4H4ZMVMYY6WSWMCLXFTC5VVI	Well.. I am in the navy.. Stationed in Norfolk. Married to the most wonderful man.. and he is currently going to school here in Norfolk; we have a beautiful 13 month old son, named Trevor. I like reading romance novels, walking, hiking, playing wii, holding my son, and croceting.
NOWHIIYW5NJWKJX2ZRG4H57QPU	Well, to start off... I'm 26 years old. Blonde hair, blue eyes, 5'8 160 lbs. I'm currently in the US Army and stationed in Germany. I enjoy a number of things... Music (mostly alternative), movies (action, fantasy, some sci-fi) and games (PS2/PS3/PSP, PC [World of WarCraft]). I also enjoy doing outdoors stuff like paintball, volleyball, martial arts, snowboarding, mountainboarding, mountainbiking, and seeing historic sites (Germany/Europe is full of awesome history). Anything else you'd like to know about me... just ask.
NF25FBTAQDUTTTIVYZS6PWBIWI	New York Photographer and Graphic Specialist
N5KEDJ3HMQK3JSUOWOZEFD7NTM	I'm Belgian, living in Italy, 55 years old, prof. in chemistry, curious about all, particullary in science, home made, aeronautics (I was, during my military service, navigator on several aircrafts) and now (for health's reason) in computers. My mother linguage is french but I can communicate in italian, polish, dutch, english and, with difficulties german. You can see my activities on <br> <br/> Answers" Yahoo! France and Italia. On Yahoo! Italia I created a groupe and on Google a website booth "ilbelgiocondaniel". For further informations you can send me an e-mail : vandendyk@alice.it <br> <br/> or vandendyk@yahoozh.it.
N2S6ZGIKOX55K4KIUS7YGCHEKE	5'6" plain down to earth country girl and a loving devoted parent our children and any other child <br> <br/> <br> <br/> Music: Slacker Personal Radio; Klove Radio; Eminem; Nickelback; Garth Brooks; Oldies; Cher; Rock music; Country music. <br> <br/> <br> <br/> Books: Sir Arthur Conan Doyle; The Bible; The Twilight Saga; The Stand; Gone with the Wind; The Thorn Birds Colleen Mccullough; Mark Twain; Stephenie Meyer; Stephen King; Steve and Me by Terry Irwin; The Maximum Ride Series by James Patterson; Animorphs. <br> <br/> <br> <br/> Movies: The Stand; Jurrasic Park Trilogy; Seven Brides for Seven Brothers; High School Musical; Death Race; Blue Crush; Mamma Mia; Indiana Jones series; Action film; Musical film; Science fiction film; Horror film; Twilight; Dirty Dancing; Disney; Pixar; The Twilight Saga; Toy Story trilogy <br> <br/> <br> <br/> Television: Shane Dawson; Discovery channel; Lost; Steve Irwin; Animal Planet; Family Guy; Wipeout; History; The Ellen DeGeneres Show <br> <br/> <br> <br/> Games: The Sims; Nintendo; gamecube; Super Mario Bros; Zelda; tycoon gam
NEOTRMH4XT7LAME2BEY6ALPSXM	投資工作者 資訊分析師 網路行銷顧問Analyst and Consultant of Information Analysis, Financial Investment, and Creativity/Distribution /Network Marketing.Information Analyst,Financial Investment Consultant,Network Marketing Consultant, and Market Taiwan Distributor.
NAX7CMTPWBTVKWCXY47WTX2QJQ	I'm a dieheart Yankees fan, Villanova Wildcats fan, and Jet fan. I love to surf, swim, play baseball, basketball, and run. I hate Obama (and I'm a hardcore conservative/republican), and would love to have him impeached ASAP. Also I hate the Boston Redsox, and a-rod
NGQ2WFL4PBO7VAFJD7ZMHVEF3I	I'm 18, female, live in my home city of Plymouth in England, work in a factory and I will one day be a writer. <br> <br/> <br> <br/> I love music, reading, writing, festivals, the whole bloody world, learning, The Beatles, Matt, travelling, and many other things...
NZVNAZGM2CAETTI5M2ZAT6BYEQ	I am 30. <br> <br/> <br> <br/> I live in the lovely state of Louisiana! <br> <br/> Yes, i'm one of those crazy cajuns! :) <br> <br/> <br> <br/> I'm the proud mommy of the cutest 3 year old little boy to walk the face of this earth! <br> <br/> <br> <br/> You can normally find me in the Singles & Dating, Other-Family & Relationships, Other-Pregnancy & Parenting, and P&S. <br> <br/> <br> <br/> I am always honest with my answers. You may not like what I have to say, but that's ok. We are all entitled to our own opinions. You ask the question, I answer, simple as that. <br> <br/> <br> <br/> Anything else you would like to know, just hit me up!
N664B6VW74PK5FOJMF546HBJDA	im 14 in live in nc and... anythin else u wanna know u can ask me
NQ5GP7VBYDTT56JDNF4BIQ336E	Hello, my name is Hunter. I am a teenage boy living in Virginia. I love music, television, movies, reading, theatre (although i haven't done much), chillin' with friends, playing sports (mostly football), and a bunch of other stuffs. Sooooo, if ya wanna contact me, its hunterlalala@yahoo.com
NVNP7PSXZIGN77SRZAV52PHR3Q	Likes anime <br> <br/> Location:Asia,Singapore
